H काल काल NP NNP NP k7t VGF ; H चुना चुन VGF VM VGF NULL ROOT ; R ; k7t 
H मुशर्रफ मुशर्रफ NP NNP NP3 k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H हम हम NP PRP NP4 k1 VGF2 ; H हैं है VGF VM VGF2 ccof CCP ; R ; k1 
H वार्ता वार्ता NP NN NP5 k7 VGF2 ; H हैं है VGF VM VGF2 ccof CCP ; R ; k7 
H शामिल शामिल JJP JJ JJP k1s VGF2 ; H हैं है VGF VM VGF2 ccof CCP ; R ; k1s 
H कि कि CCP CC CCP k2 VGF ; H हैं है VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H इंटरव्यू इंटरव्यू NP NN NP2 k7 VGF  ;  H मुशर्रफ मुशर्रफ NP NNP NP3 k1 VGF  ;  U ;  NULL
H दिए दे VGNF VM VGNF nmod__k2inv NP2  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H चैनल चैनल NP NN NP k4 VGNF  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H हम हम NP PRP NP4 k1 VGF2  ;  H वार्ता वार्ता NP NN NP5 k7 VGF2  ;  U ;  NULL
H वार्ता वार्ता NP NN NP5 k7 VGF2  ;  H शामिल शामिल JJP JJ JJP k1s VGF2  ;  U ;  NULL
H हैं है VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H शामिल शामिल JJP JJ JJP k1s VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H चैनल चैनल NP NN NP k4 VGNF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H दिए दे VGNF VM VGNF nmod__k2inv NP2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H हैं है VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H शामिल शामिल JJP JJ JJP k1s VGF2  ;  U ;  NULL
ROOT  ;  H चैनल चैनल NP NN NP k4 VGNF  ;  U ;  NULL
ROOT  ;  H दिए दे VGNF VM VGNF nmod__k2inv NP2  ;  U ;  NULL
H हम हम NP PRP NP k1 VGF ; H चाहते चाह VGF VM VGF NULL ROOT ; R ; k1 
H इसे यह NP PRP NP2 k2 VGNN ; H बनाना बना VGNN VM VGNN k2 VGF ; R ; k2 
H त्रिपक्षीय त्रिपक्षीय JJP JJ JJP ccof CCP ; H या या CCP CC CCP nmod NP3 ; R ; ccof 
H या या CCP CC CCP nmod NP3 ; H मसला मसला NP NN NP3 k2s VGNN ; R ; nmod 
H या या CCP CC CCP nmod NP3 ; H बहुपक्षीय बहुपक्षीय JJP JJ JJP2 ccof CCP ; L ; ccof 
H मसला मसला NP NN NP3 k2s VGNN ; H बनाना बना VGNN VM VGNN k2 VGF ; R ; k2s 
H बनाना बना VGNN VM VGNN k2 VGF ; H चाहते चाह VGF VM VGF NULL ROOT ; R ; k2 
ROOT ; H चाहते चाह VGF VM VGF NULL ROOT ; L ; ROOT 
H चाहते चाह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H हम हम NP PRP NP k1 VGF  ;  H बनाना बना VGNN VM VGNN k2 VGF  ;  U ;  NULL
H हम हम NP PRP NP k1 VGF  ;  H इसे यह NP PRP NP2 k2 VGNN  ;  U ;  NULL
H इसे यह NP PRP NP2 k2 VGNN  ;  H मसला मसला NP NN NP3 k2s VGNN  ;  U ;  NULL
H इसे यह NP PRP NP2 k2 VGNN  ;  H त्रिपक्षीय त्रिपक्षीय JJP JJ JJP ccof CCP  ;  U ;  NULL
H मसला मसला NP NN NP3 k2s VGNN  ;  H चाहते चाह VGF VM VGF NULL ROOT  ;  U ;  NULL
H बहुपक्षीय बहुपक्षीय JJP JJ JJP2 ccof CCP  ;  H चाहते चाह VGF VM VGF NULL ROOT  ;  U ;  NULL
H इसे यह NP PRP NP2 k2 VGNN  ;  H चाहते चाह VGF VM VGF NULL ROOT  ;  U ;  NULL
H त्रिपक्षीय त्रिपक्षीय JJP JJ JJP ccof CCP  ;  H चाहते चाह VGF VM VGF NULL ROOT  ;  U ;  NULL
H बनाना बना VGNN VM VGNN k2 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H मसला मसला NP NN NP3 k2s VGNN  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H हम हम NP PRP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H इसे यह NP PRP NP2 k2 VGNN  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H बनाना बना VGNN VM VGNN k2 VGF  ;  U ;  NULL
ROOT  ;  H मसला मसला NP NN NP3 k2s VGNN  ;  U ;  NULL
ROOT  ;  H हम हम NP PRP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H इसे यह NP PRP NP2 k2 VGNN  ;  U ;  NULL
H मुशर्रफ मुशर्रफ NP NNP NP k1 VGF ; H दे दे VGF VM VGF NULL ROOT ; R ; k1 
H बुश बुश NP NNP NP2 r6 NP3 ; H हाल हाल NP NN NP3 r6 NP4 ; R ; r6 
H हाल हाल NP NN NP3 r6 NP4 ; H टिप्पणियों टिप्पणी NP NN NP4 k7 VGNF ; R ; r6 
H टिप्पणियों टिप्पणी NP NN NP4 k7 VGNF ; H पूछे पूछ VGNF VM VGNF nmod__k2inv NP5 ; R ; k7 
H पूछे पूछ VGNF VM VGNF nmod__k2inv NP5 ; H सवालों सवाल NP NN NP5 r6-k2 NP6 ; R ; nmod__k2inv 
H सवालों सवाल NP NN NP5 r6-k2 NP6 ; H जवाब जवाब NP NN NP6 pof VGF ; R ; r6-k2 
H जवाब जवाब NP NN NP6 pof VGF ; H दे दे VGF VM VGF NULL ROOT ; R ; pof 
ROOT ; H दे दे VGF VM VGF NULL ROOT ; L ; ROOT 
H दे दे VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H मुशर्रफ मुशर्रफ NP NNP NP k1 VGF  ;  H जवाब जवाब NP NN NP6 pof VGF  ;  U ;  NULL
H मुशर्रफ मुशर्रफ NP NNP NP k1 VGF  ;  H बुश बुश NP NNP NP2 r6 NP3  ;  U ;  NULL
H सवालों सवाल NP NN NP5 r6-k2 NP6  ;  H दे दे VGF VM VGF NULL ROOT  ;  U ;  NULL
H पूछे पूछ VGNF VM VGNF nmod__k2inv NP5  ;  H दे दे VGF VM VGF NULL ROOT  ;  U ;  NULL
H बुश बुश NP NNP NP2 r6 NP3  ;  H दे दे VGF VM VGF NULL ROOT  ;  U ;  NULL
H हाल हाल NP NN NP3 r6 NP4  ;  H दे दे VGF VM VGF NULL ROOT  ;  U ;  NULL
H जवाब जवाब NP NN NP6 pof VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H सवालों सवाल NP NN NP5 r6-k2 NP6  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H मुशर्रफ मुशर्रफ NP NNP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H बुश बुश NP NNP NP2 r6 NP3  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H जवाब जवाब NP NN NP6 pof VGF  ;  U ;  NULL
ROOT  ;  H सवालों सवाल NP NN NP5 r6-k2 NP6  ;  U ;  NULL
ROOT  ;  H मुशर्रफ मुशर्रफ NP NNP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H बुश बुश NP NNP NP2 r6 NP3  ;  U ;  NULL
H बुश बुश NP NNP NP k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H वह वह NP PRP NP2 k1 VGF2 ; H करेंगे कर VGF VM VGF2 ccof CCP2 ; R ; k1 
H मुद्दे मुद्दा NP NN NP3 k7 VGF2 ; H करेंगे कर VGF VM VGF2 ccof CCP2 ; R ; k7 
H मध्यस्थता मध्यस्थता NP NN NP4 pof VGF2 ; H करेंगे कर VGF VM VGF2 ccof CCP2 ; R ; pof 
H करेंगे कर VGF VM VGF2 ccof CCP2 ; H लेकिन लेकिन CCP CC CCP2 ccof CCP ; R ; ccof 
H कि कि CCP CC CCP k2 VGF ; H लेकिन लेकिन CCP CC CCP2 ccof CCP ; L ; ccof 
H समस्या समस्या NP NN NP5 r6 NP6 ; H हल हल NP NN NP6 rt VGF3 ; R ; r6 
H हल हल NP NN NP6 rt VGF3 ; H करते कर VGF VM VGF3 ccof CCP2 ; R ; rt 
H देशों देश NP NN NP7 k4 VGF3 ; H करते कर VGF VM VGF3 ccof CCP2 ; R ; k4 
H लगातार लगातार RBP RB RBP vmod VGF3 ; H करते कर VGF VM VGF3 ccof CCP2 ; R ; vmod 
H प्रोत्साहित प्रोत्साहित JJP JJ JJP pof VGF3 ; H करते कर VGF VM VGF3 ccof CCP2 ; R ; pof 
H लेकिन लेकिन CCP CC CCP2 ccof CCP ; H करते कर VGF VM VGF3 ccof CCP2 ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H वह वह NP PRP NP2 k1 VGF2  ;  H मुद्दे मुद्दा NP NN NP3 k7 VGF2  ;  U ;  NULL
H मुद्दे मुद्दा NP NN NP3 k7 VGF2  ;  H मध्यस्थता मध्यस्थता NP NN NP4 pof VGF2  ;  U ;  NULL
H वह वह NP PRP NP2 k1 VGF2  ;  H लेकिन लेकिन CCP CC CCP2 ccof CCP  ;  U ;  NULL
H मध्यस्थता मध्यस्थता NP NN NP4 pof VGF2  ;  H लेकिन लेकिन CCP CC CCP2 ccof CCP  ;  U ;  NULL
H हल हल NP NN NP6 rt VGF3  ;  H प्रोत्साहित प्रोत्साहित JJP JJ JJP pof VGF3  ;  U ;  NULL
H हल हल NP NN NP6 rt VGF3  ;  H देशों देश NP NN NP7 k4 VGF3  ;  U ;  NULL
H देशों देश NP NN NP7 k4 VGF3  ;  H लगातार लगातार RBP RB RBP vmod VGF3  ;  U ;  NULL
H लगातार लगातार RBP RB RBP vmod VGF3  ;  H प्रोत्साहित प्रोत्साहित JJP JJ JJP pof VGF3  ;  U ;  NULL
H समस्या समस्या NP NN NP5 r6 NP6  ;  H करते कर VGF VM VGF3 ccof CCP2  ;  U ;  NULL
H करते कर VGF VM VGF3 ccof CCP2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H प्रोत्साहित प्रोत्साहित JJP JJ JJP pof VGF3  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H बुश बुश NP NNP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H कि कि CCP CC CCP k2 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H करते कर VGF VM VGF3 ccof CCP2  ;  U ;  NULL
ROOT  ;  H प्रोत्साहित प्रोत्साहित JJP JJ JJP pof VGF3  ;  U ;  NULL
ROOT  ;  H बुश बुश NP NNP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H कि कि CCP CC CCP k2 VGF  ;  U ;  NULL
H इससे यह NP PRP NP k7t VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k7t 
H मुशर्रफ मुशर्रफ NP NNP NP2 k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
H सप्ताह सप्ताह NP NN NP3 k7t VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k7t 
H इस्लामाबाद इस्लामाबाद NP NNP NP4 k7p VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k7p 
H प्रेस प्रेस NP NN NP5 k7 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k7 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H उन्होंने वह NP PRP NP6 k1 VGF2 ; H किया कर VGF VM VGF2 ccof CCP ; R ; k1 
H बुश बुश NP NNP NP7 k4 VGF2 ; H किया कर VGF VM VGF2 ccof CCP ; R ; k4 
H कश्मीर कश्मीर NP NNP NP8 ras-k2 VGNN ; H सुलझाने सुलझा VGNN VM VGNN k7 VGNN2 ; R ; ras-k2 
H मुद्दों मुद्दा NP NN NP9 k2 VGNN ; H सुलझाने सुलझा VGNN VM VGNN k7 VGNN2 ; R ; k2 
H सुलझाने सुलझा VGNN VM VGNN k7 VGNN2 ; H करने कर VGNN VM VGNN2 r6-k2 NP11 ; R ; k7 
H मध्यस्थता मध्यस्थता NP NN NP10 pof VGNN2 ; H करने कर VGNN VM VGNN2 r6-k2 NP11 ; R ; pof 
H करने कर VGNN VM VGNN2 r6-k2 NP11 ; H अनुरोध अनुरोध NP NN NP11 pof VGF2 ; R ; r6-k2 
H अनुरोध अनुरोध NP NN NP11 pof VGF2 ; H किया कर VGF VM VGF2 ccof CCP ; R ; pof 
H कि कि CCP CC CCP k2 VGF ; H किया कर VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H इससे यह NP PRP NP k7t VGF  ;  H प्रेस प्रेस NP NN NP5 k7 VGF  ;  U ;  NULL
H इससे यह NP PRP NP k7t VGF  ;  H मुशर्रफ मुशर्रफ NP NNP NP2 k1 VGF  ;  U ;  NULL
H मुशर्रफ मुशर्रफ NP NNP NP2 k1 VGF  ;  H प्रेस प्रेस NP NN NP5 k7 VGF  ;  U ;  NULL
H मुशर्रफ मुशर्रफ NP NNP NP2 k1 VGF  ;  H सप्ताह सप्ताह NP NN NP3 k7t VGF  ;  U ;  NULL
H सप्ताह सप्ताह NP NN NP3 k7t VGF  ;  H इस्लामाबाद इस्लामाबाद NP NNP NP4 k7p VGF  ;  U ;  NULL
H इस्लामाबाद इस्लामाबाद NP NNP NP4 k7p VGF  ;  H प्रेस प्रेस NP NN NP5 k7 VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP6 k1 VGF2  ;  H अनुरोध अनुरोध NP NN NP11 pof VGF2  ;  U ;  NULL
H उन्होंने वह NP PRP NP6 k1 VGF2  ;  H बुश बुश NP NNP NP7 k4 VGF2  ;  U ;  NULL
H बुश बुश NP NNP NP7 k4 VGF2  ;  H अनुरोध अनुरोध NP NN NP11 pof VGF2  ;  U ;  NULL
H बुश बुश NP NNP NP7 k4 VGF2  ;  H कश्मीर कश्मीर NP NNP NP8 ras-k2 VGNN  ;  U ;  NULL
H कश्मीर कश्मीर NP NNP NP8 ras-k2 VGNN  ;  H मुद्दों मुद्दा NP NN NP9 k2 VGNN  ;  U ;  NULL
H सुलझाने सुलझा VGNN VM VGNN k7 VGNN2  ;  H मध्यस्थता मध्यस्थता NP NN NP10 pof VGNN2  ;  U ;  NULL
H करने कर VGNN VM VGNN2 r6-k2 NP11  ;  H किया कर VGF VM VGF2 ccof CCP  ;  U ;  NULL
H मध्यस्थता मध्यस्थता NP NN NP10 pof VGNN2  ;  H किया कर VGF VM VGF2 ccof CCP  ;  U ;  NULL
H किया कर VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H अनुरोध अनुरोध NP NN NP11 pof VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H इससे यह NP PRP NP k7t VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H मुशर्रफ मुशर्रफ NP NNP NP2 k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H किया कर VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H अनुरोध अनुरोध NP NN NP11 pof VGF2  ;  U ;  NULL
ROOT  ;  H इससे यह NP PRP NP k7t VGF  ;  U ;  NULL
ROOT  ;  H मुशर्रफ मुशर्रफ NP NNP NP2 k1 VGF  ;  U ;  NULL
H उन्हें वह NP PRP NP k1 VGF ; H लगता लग VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H लगता लग VGF VM VGF NULL ROOT ; L ; ROOT 
H लगता लग VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H चीजों चीज NP NN NP2 r6 NP3 ; H मायने मायना NP NN NP3 k1 VGF2 ; R ; r6 
H मायने मायना NP NN NP3 k1 VGF2 ; H हैं है VGF VM VGF2 ccof CCP ; R ; k1 
H कि कि CCP CC CCP k2 VGF ; H हैं है VGF VM VGF2 ccof CCP ; L ; ccof 
H लगता लग VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H हैं है VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H मायने मायना NP NN NP3 k1 VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H उन्हें वह NP PRP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H कि कि CCP CC CCP k2 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H हैं है VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H मायने मायना NP NN NP3 k1 VGF2  ;  U ;  NULL
ROOT  ;  H उन्हें वह NP PRP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H कि कि CCP CC CCP k2 VGF  ;  U ;  NULL
H भारत भारत NP NNP NP ccof CCP ; H और और CCP CC CCP k7 VGNF ; R ; ccof 
H और और CCP CC CCP k7 VGNF ; H चल चल VGNF VM VGNF nmod__k2inv NP3 ; R ; k7 
H और और CCP CC CCP k7 VGNF ; H पाकिस्तान पाकिस्तान NP NNP NP2 ccof CCP ; L ; ccof 
H चल चल VGNF VM VGNF nmod__k2inv NP3 ; H वार्ता वार्ता NP NN NP3 r6 NP4 ; R ; nmod__k2inv 
H वार्ता वार्ता NP NN NP3 r6 NP4 ; H स्थिति स्थिति NP NN NP4 k7 VGNN ; R ; r6 
H स्थिति स्थिति NP NN NP4 k7 VGNN ; H पूछे पूछ VGNN VM VGNN k7 VGF ; R ; k7 
H पूछे पूछ VGNN VM VGNN k7 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k7 
H राष्ट्रपति राष्ट्रपति NP NNP NP5 k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP2 k2 VGF ; L ; k2 
H विश्वास विश्वास NP NN NP6 vmod VGNN2 ; H करने कर VGNN VM VGNN2 r6 NP8 ; R ; vmod 
H काम काम NP NN NP7 k2 VGNN2 ; H करने कर VGNN VM VGNN2 r6 NP8 ; R ; k2 
H करने कर VGNN VM VGNN2 r6 NP8 ; H उपायों उपाय NP NN NP8 k1 VGF2 ; R ; r6 
H उपायों उपाय NP NN NP8 k1 VGF2 ; H हैं है VGF VM VGF2 ccof CCP3 ; R ; k1 
H परिणाम परिणाम NP NN NP9 k1s VGF2 ; H हैं है VGF VM VGF2 ccof CCP3 ; R ; k1s 
H हैं है VGF VM VGF2 ccof CCP3 ; H लेकिन लेकिन CCP CC CCP3 ccof CCP2 ; R ; ccof 
H कि कि CCP CC CCP2 k2 VGF ; H लेकिन लेकिन CCP CC CCP3 ccof CCP2 ; L ; ccof 
H विवादों विवाद NP NN NP10 r6 NP11 ; H समाधान समाधान NP NN NP11 r6 NP12 ; R ; r6 
H समाधान समाधान NP NN NP11 r6 NP12 ; H दिशा दिशा NP NN NP12 k7 VGF3 ; R ; r6 
H दिशा दिशा NP NN NP12 k7 VGF3 ; H है है VGF VM VGF3 ccof CCP3 ; R ; k7 
H प्रगति प्रगति NP NN NP13 k1 VGF3 ; H है है VGF VM VGF3 ccof CCP3 ; R ; k1 
H लेकिन लेकिन CCP CC CCP3 ccof CCP2 ; H है है VGF VM VGF3 ccof CCP3 ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H पूछे पूछ VGNN VM VGNN k7 VGF  ;  H राष्ट्रपति राष्ट्रपति NP NNP NP5 k1 VGF  ;  U ;  NULL
H स्थिति स्थिति NP NN NP4 k7 VGNN  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H वार्ता वार्ता NP NN NP3 r6 NP4  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H भारत भारत NP NNP NP ccof CCP  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H और और CCP CC CCP k7 VGNF  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H विश्वास विश्वास NP NN NP6 vmod VGNN2  ;  H काम काम NP NN NP7 k2 VGNN2  ;  U ;  NULL
H उपायों उपाय NP NN NP8 k1 VGF2  ;  H परिणाम परिणाम NP NN NP9 k1s VGF2  ;  U ;  NULL
H विश्वास विश्वास NP NN NP6 vmod VGNN2  ;  H लेकिन लेकिन CCP CC CCP3 ccof CCP2  ;  U ;  NULL
H परिणाम परिणाम NP NN NP9 k1s VGF2  ;  H लेकिन लेकिन CCP CC CCP3 ccof CCP2  ;  U ;  NULL
