H काल काल NP NNP NP k7t VGF में ; H चुना चुन VGF VM VGF NULL ROOT NULL ; R ; k7t 
H नक्सलियों नक्सली NP NN NP2 k1 VGF ने  ;  H । । BLK SYM BLK rsym CCP NULL  ;  U ;  NULL
ROOT  ;  H कर कर VGF VM VGF2 ccof CCP NULL  ;  U ;  NULL
ROOT  ;  H घायल घायल JJP JJ JJP pof VGF2 NULL  ;  U ;  NULL
ROOT  ;  H सोमवार सोमवार NP NNP NP k7t VGF को  ;  U ;  NULL
ROOT  ;  H नक्सलियों नक्सली NP NN NP2 k1 VGF ने  ;  U ;  NULL
H जवान जवान NP NN NP k1 VGF NULL ; H थे था VGF VM VGF NULL ROOT NULL ; R ; k1 
H क्षेत्र क्षेत्र NP NN NP2 k7p VGF में ; H थे था VGF VM VGF NULL ROOT NULL ; R ; k7p 
H अभियान अभियान NP NN NP3 k4 VGNN को ; H देने दे VGNN VM VGNN nmod NP5 वाले ; R ; k4 
H अंजाम अंजाम NP NN NP4 pof VGNN NULL ; H देने दे VGNN VM VGNN nmod NP5 वाले ; R ; pof 
H देने दे VGNN VM VGNN nmod NP5 वाले ; H दल दल NP NN NP5 r6 NP6 का ; R ; nmod 
H दल दल NP NN NP5 r6 NP6 का ; H हिस्सा हिस्सा NP NN NP6 k1s VGF NULL ; R ; r6 
H हिस्सा हिस्सा NP NN NP6 k1s VGF NULL ; H थे था VGF VM VGF NULL ROOT NULL ; R ; k1s 
ROOT ; H थे था VGF VM VGF NULL ROOT NULL ; L ; ROOT 
H थे था VGF VM VGF NULL ROOT NULL ; H । । BLK SYM BLK rsym VGF NULL ; L ; rsym 
H जवान जवान NP NN NP k1 VGF NULL  ;  H हिस्सा हिस्सा NP NN NP6 k1s VGF NULL  ;  U ;  NULL
H जवान जवान NP NN NP k1 VGF NULL  ;  H क्षेत्र क्षेत्र NP NN NP2 k7p VGF में  ;  U ;  NULL
H क्षेत्र क्षेत्र NP NN NP2 k7p VGF में  ;  H हिस्सा हिस्सा NP NN NP6 k1s VGF NULL  ;  U ;  NULL
H क्षेत्र क्षेत्र NP NN NP2 k7p VGF में  ;  H अभियान अभियान NP NN NP3 k4 VGNN को  ;  U ;  NULL
H अभियान अभियान NP NN NP3 k4 VGNN को  ;  H अंजाम अंजाम NP NN NP4 pof VGNN NULL  ;  U ;  NULL
H दल दल NP NN NP5 r6 NP6 का  ;  H थे था VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H देने दे VGNN VM VGNN nmod NP5 वाले  ;  H थे था VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H अभियान अभियान NP NN NP3 k4 VGNN को  ;  H थे था VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H अंजाम अंजाम NP NN NP4 pof VGNN NULL  ;  H थे था VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H हिस्सा हिस्सा NP NN NP6 k1s VGF NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H दल दल NP NN NP5 r6 NP6 का  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H जवान जवान NP NN NP k1 VGF NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H क्षेत्र क्षेत्र NP NN NP2 k7p VGF में  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
ROOT  ;  H हिस्सा हिस्सा NP NN NP6 k1s VGF NULL  ;  U ;  NULL
ROOT  ;  H दल दल NP NN NP5 r6 NP6 का  ;  U ;  NULL
ROOT  ;  H जवान जवान NP NN NP k1 VGF NULL  ;  U ;  NULL
ROOT  ;  H क्षेत्र क्षेत्र NP NN NP2 k7p VGF में  ;  U ;  NULL
H प्रदेश प्रदेश NP NNP NP k7p VGF में ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; k7p 
H व्यवस्था व्यवस्था NP NN NP2 k2 VGNF को ; H लेकर ले VGNF VM VGNF vmod VGNF2 NULL ; R ; k2 
H लेकर ले VGNF VM VGNF vmod VGNF2 NULL ; H बौखलाए बौखला VGNF VM VGNF2 nmod__k1inv NP6 NULL ; R ; vmod 
H सांसद सांसद NP NN NP3 nmod NP4 NULL ; H गांधी गांधी NP NNP NP4 r6 NP5 के ; R ; nmod 
H गांधी गांधी NP NNP NP4 r6 NP5 के ; H हमले हमला NP NN NP5 rh VGNF2 से ; R ; r6 
H हमले हमला NP NN NP5 rh VGNF2 से ; H बौखलाए बौखला VGNF VM VGNF2 nmod__k1inv NP6 NULL ; R ; rh 
H बौखलाए बौखला VGNF VM VGNF2 nmod__k1inv NP6 NULL ; H यादव यादव NP NNP NP6 k1 VGF ने ; R ; nmod__k1inv 
H यादव यादव NP NNP NP6 k1 VGF ने ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; k1 
H बृहस्पतिवार बृहस्पतिवार NP NNP NP7 k7t VGF को ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; k7t 
H हमला हमला NP NN NP8 pof VGNF3 NULL ; H करते कर VGNF VM VGNF3 vmod VGF NULL ; R ; pof 
H करते कर VGNF VM VGNF3 vmod VGF NULL ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; vmod 
ROOT ; H कहा कह VGF VM VGF NULL ROOT NULL ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT NULL ; H कि कि CCP CC CCP k2 VGF NULL ; L ; k2 
H मुंबई मुंबई NP NNP NP9 ccof CCP2 NULL ; H और और CCP CC CCP2 r6 NP11 NULL ; R ; ccof 
H और और CCP CC CCP2 r6 NP11 NULL ; H हालात हालात NP NN NP11 k1 VGF2 NULL ; R ; r6 
H और और CCP CC CCP2 r6 NP11 NULL ; H दिल्ली दिल्ली NP NNP NP10 ccof CCP2 के ; L ; ccof 
H हालात हालात NP NN NP11 k1 VGF2 NULL ; H हैं है VGF VM VGF2 ccof CCP3 NULL ; R ; k1 
H खराब खराब JJP JJ JJP k1s VGF2 NULL ; H हैं है VGF VM VGF2 ccof CCP3 NULL ; R ; k1s 
H हैं है VGF VM VGF2 ccof CCP3 NULL ; H और और CCP CC CCP3 ccof CCP NULL ; R ; ccof 
H कि कि CCP CC CCP k2 VGF NULL ; H और और CCP CC CCP3 ccof CCP NULL ; L ; ccof 
H दावा दावा NP NN NP12 pof VGF3 NULL ; H किया कर VGF VM VGF3 ccof CCP3 NULL ; R ; pof 
H और और CCP CC CCP3 ccof CCP NULL ; H किया कर VGF VM VGF3 ccof CCP3 NULL ; L ; ccof 
H किया कर VGF VM VGF3 ccof CCP3 NULL ; H कि कि CCP CC CCP4 k2 VGF3 NULL ; L ; k2 
H उन्हें वह NP PRP NP13 k1 VGNN NULL ; H हटाना हटा VGNN VM VGNN k1 VGF4 NULL ; R ; k1 
H सत्ता सत्ता NP NN NP14 k5 VGNN से ; H हटाना हटा VGNN VM VGNN k1 VGF4 NULL ; R ; k5 
H हटाना हटा VGNN VM VGNN k1 VGF4 NULL ; H है है VGF VM VGF4 ccof CCP4 NULL ; R ; k1 
H आसान आसान JJP JJ JJP2 k1s VGF4 NULL ; H है है VGF VM VGF4 ccof CCP4 NULL ; R ; k1s 
H कि कि CCP CC CCP4 k2 VGF3 NULL ; H है है VGF VM VGF4 ccof CCP4 NULL ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT NULL ; H । । BLK SYM BLK rsym VGF NULL ; L ; rsym 
H प्रदेश प्रदेश NP NNP NP k7p VGF में  ;  H करते कर VGNF VM VGNF3 vmod VGF NULL  ;  U ;  NULL
H प्रदेश प्रदेश NP NNP NP k7p VGF में  ;  H व्यवस्था व्यवस्था NP NN NP2 k2 VGNF को  ;  U ;  NULL
H लेकर ले VGNF VM VGNF vmod VGNF2 NULL  ;  H हमले हमला NP NN NP5 rh VGNF2 से  ;  U ;  NULL
H लेकर ले VGNF VM VGNF vmod VGNF2 NULL  ;  H सांसद सांसद NP NN NP3 nmod NP4 NULL  ;  U ;  NULL
H यादव यादव NP NNP NP6 k1 VGF ने  ;  H करते कर VGNF VM VGNF3 vmod VGF NULL  ;  U ;  NULL
H यादव यादव NP NNP NP6 k1 VGF ने  ;  H बृहस्पतिवार बृहस्पतिवार NP NNP NP7 k7t VGF को  ;  U ;  NULL
H बृहस्पतिवार बृहस्पतिवार NP NNP NP7 k7t VGF को  ;  H हमला हमला NP NN NP8 pof VGNF3 NULL  ;  U ;  NULL
H हमला हमला NP NN NP8 pof VGNF3 NULL  ;  H कहा कह VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H बौखलाए बौखला VGNF VM VGNF2 nmod__k1inv NP6 NULL  ;  H कहा कह VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H व्यवस्था व्यवस्था NP NN NP2 k2 VGNF को  ;  H कहा कह VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H लेकर ले VGNF VM VGNF vmod VGNF2 NULL  ;  H कहा कह VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H हालात हालात NP NN NP11 k1 VGF2 NULL  ;  H खराब खराब JJP JJ JJP k1s VGF2 NULL  ;  U ;  NULL
H मुंबई मुंबई NP NNP NP9 ccof CCP2 NULL  ;  H और और CCP CC CCP3 ccof CCP NULL  ;  U ;  NULL
H खराब खराब JJP JJ JJP k1s VGF2 NULL  ;  H और और CCP CC CCP3 ccof CCP NULL  ;  U ;  NULL
H उन्हें वह NP PRP NP13 k1 VGNN NULL  ;  H सत्ता सत्ता NP NN NP14 k5 VGNN से  ;  U ;  NULL
H हटाना हटा VGNN VM VGNN k1 VGF4 NULL  ;  H आसान आसान JJP JJ JJP2 k1s VGF4 NULL  ;  U ;  NULL
H उन्हें वह NP PRP NP13 k1 VGNN NULL  ;  H है है VGF VM VGF4 ccof CCP4 NULL  ;  U ;  NULL
H सत्ता सत्ता NP NN NP14 k5 VGNN से  ;  H है है VGF VM VGF4 ccof CCP4 NULL  ;  U ;  NULL
H है है VGF VM VGF4 ccof CCP4 NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H आसान आसान JJP JJ JJP2 k1s VGF4 NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H प्रदेश प्रदेश NP NNP NP k7p VGF में  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H व्यवस्था व्यवस्था NP NN NP2 k2 VGNF को  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
ROOT  ;  H है है VGF VM VGF4 ccof CCP4 NULL  ;  U ;  NULL
ROOT  ;  H आसान आसान JJP JJ JJP2 k1s VGF4 NULL  ;  U ;  NULL
ROOT  ;  H प्रदेश प्रदेश NP NNP NP k7p VGF में  ;  U ;  NULL
ROOT  ;  H व्यवस्था व्यवस्था NP NN NP2 k2 VGNF को  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF NULL ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT NULL ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT NULL ; H कि कि CCP CC CCP k2 VGF NULL ; L ; k2 
H प्रदेश प्रदेश NP NNP NP2 k7p VGF2 में ; H है है VGF VM VGF2 ccof CCP NULL ; R ; k7p 
H व्यवस्था व्यवस्था NP NN NP3 r6 NP4 की ; H स्थिति स्थिति NP NN NP4 k1 VGF2 NULL ; R ; r6 
H स्थिति स्थिति NP NN NP4 k1 VGF2 NULL ; H है है VGF VM VGF2 ccof CCP NULL ; R ; k1 
H देश देश NP NN NP5 r6 NP6 के ; H राज्य राज्य NP NN NP6 k1u VGF2 से ; R ; r6 
H राज्य राज्य NP NN NP6 k1u VGF2 से ; H है है VGF VM VGF2 ccof CCP NULL ; R ; k1u 
H बेहतर बेहतर JJP JJ JJP k1s VGF2 NULL ; H है है VGF VM VGF2 ccof CCP NULL ; R ; k1s 
H कि कि CCP CC CCP k2 VGF NULL ; H है है VGF VM VGF2 ccof CCP NULL ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT NULL ; H । । BLK SYM BLK rsym VGF NULL ; L ; rsym 
H प्रदेश प्रदेश NP NNP NP2 k7p VGF2 में  ;  H बेहतर बेहतर JJP JJ JJP k1s VGF2 NULL  ;  U ;  NULL
H प्रदेश प्रदेश NP NNP NP2 k7p VGF2 में  ;  H व्यवस्था व्यवस्था NP NN NP3 r6 NP4 की  ;  U ;  NULL
H स्थिति स्थिति NP NN NP4 k1 VGF2 NULL  ;  H बेहतर बेहतर JJP JJ JJP k1s VGF2 NULL  ;  U ;  NULL
H स्थिति स्थिति NP NN NP4 k1 VGF2 NULL  ;  H देश देश NP NN NP5 r6 NP6 के  ;  U ;  NULL
H राज्य राज्य NP NN NP6 k1u VGF2 से  ;  H बेहतर बेहतर JJP JJ JJP k1s VGF2 NULL  ;  U ;  NULL
H देश देश NP NN NP5 r6 NP6 के  ;  H है है VGF VM VGF2 ccof CCP NULL  ;  U ;  NULL
H व्यवस्था व्यवस्था NP NN NP3 r6 NP4 की  ;  H है है VGF VM VGF2 ccof CCP NULL  ;  U ;  NULL
H है है VGF VM VGF2 ccof CCP NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H बेहतर बेहतर JJP JJ JJP k1s VGF2 NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H कि कि CCP CC CCP k2 VGF NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
ROOT  ;  H है है VGF VM VGF2 ccof CCP NULL  ;  U ;  NULL
ROOT  ;  H बेहतर बेहतर JJP JJ JJP k1s VGF2 NULL  ;  U ;  NULL
ROOT  ;  H उन्होंने वह NP PRP NP k1 VGF NULL  ;  U ;  NULL
ROOT  ;  H कि कि CCP CC CCP k2 VGF NULL  ;  U ;  NULL
H सब सब NP PRP NP k1 VGF NULL ; H जानते जान VGF VM VGF NULL ROOT NULL ; R ; k1 
ROOT ; H जानते जान VGF VM VGF NULL ROOT NULL ; L ; ROOT 
H जानते जान VGF VM VGF NULL ROOT NULL ; H कि कि CCP CC CCP k2 VGF NULL ; L ; k2 
H सरकार सरकार NP NN NP2 k2 VGNN को ; H हटाना हटा VGNN VM VGNN k1 VGF2 NULL ; R ; k2 
H हटाना हटा VGNN VM VGNN k1 VGF2 NULL ; H है है VGF VM VGF2 ccof CCP NULL ; R ; k1 
H आसान आसान JJP JJ JJP k1s VGF2 NULL ; H है है VGF VM VGF2 ccof CCP NULL ; R ; k1s 
H कि कि CCP CC CCP k2 VGF NULL ; H है है VGF VM VGF2 ccof CCP NULL ; L ; ccof 
H जानते जान VGF VM VGF NULL ROOT NULL ; H । । BLK SYM BLK rsym VGF NULL ; L ; rsym 
H हटाना हटा VGNN VM VGNN k1 VGF2 NULL  ;  H आसान आसान JJP JJ JJP k1s VGF2 NULL  ;  U ;  NULL
H सरकार सरकार NP NN NP2 k2 VGNN को  ;  H है है VGF VM VGF2 ccof CCP NULL  ;  U ;  NULL
H है है VGF VM VGF2 ccof CCP NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H आसान आसान JJP JJ JJP k1s VGF2 NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H सब सब NP PRP NP k1 VGF NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H कि कि CCP CC CCP k2 VGF NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
ROOT  ;  H है है VGF VM VGF2 ccof CCP NULL  ;  U ;  NULL
ROOT  ;  H आसान आसान JJP JJ JJP k1s VGF2 NULL  ;  U ;  NULL
ROOT  ;  H सब सब NP PRP NP k1 VGF NULL  ;  U ;  NULL
ROOT  ;  H कि कि CCP CC CCP k2 VGF NULL  ;  U ;  NULL
H कांग्रेस कांग्रेस NP NNP NP ras-k1 VGF के ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; ras-k1 
H अपने अपना NP PRP NP2 r6 NP3 NULL ; H संबंधों संबंध NP NN NP3 k7 VGF के ; R ; r6 
H संबंधों संबंध NP NN NP3 k7 VGF के ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; k7 
H मुख्यमंत्री मुख्यमंत्री NP NNP NP4 k1 VGF ने ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT NULL ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT NULL ; H कि कि CCP CC CCP k2 VGF NULL ; L ; k2 
H प्रताड़ना प्रताडना NP NN NP5 vmod VGF2 के ; H दे दे VGF VM VGF2 ccof CCP NULL ; R ; vmod 
H उनकी वह NP PRP NP6 r6 NP7 NULL ; H पार्टी पार्टी NP NN NP7 k1 VGF2 NULL ; R ; r6 
H पार्टी पार्टी NP NN NP7 k1 VGF2 NULL ; H दे दे VGF VM VGF2 ccof CCP NULL ; R ; k1 
H समर्थन समर्थन NP NN NP8 k2 VGF2 NULL ; H दे दे VGF VM VGF2 ccof CCP NULL ; R ; k2 
H कि कि CCP CC CCP k2 VGF NULL ; H दे दे VGF VM VGF2 ccof CCP NULL ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT NULL ; H । । BLK SYM BLK rsym VGF NULL ; L ; rsym 
H कांग्रेस कांग्रेस NP NNP NP ras-k1 VGF के  ;  H मुख्यमंत्री मुख्यमंत्री NP NNP NP4 k1 VGF ने  ;  U ;  NULL
H कांग्रेस कांग्रेस NP NNP NP ras-k1 VGF के  ;  H अपने अपना NP PRP NP2 r6 NP3 NULL  ;  U ;  NULL
H संबंधों संबंध NP NN NP3 k7 VGF के  ;  H मुख्यमंत्री मुख्यमंत्री NP NNP NP4 k1 VGF ने  ;  U ;  NULL
H अपने अपना NP PRP NP2 r6 NP3 NULL  ;  H कहा कह VGF VM VGF NULL ROOT NULL  ;  U ;  NULL
H प्रताड़ना प्रताडना NP NN NP5 vmod VGF2 के  ;  H समर्थन समर्थन NP NN NP8 k2 VGF2 NULL  ;  U ;  NULL
H प्रताड़ना प्रताडना NP NN NP5 vmod VGF2 के  ;  H उनकी वह NP PRP NP6 r6 NP7 NULL  ;  U ;  NULL
H पार्टी पार्टी NP NN NP7 k1 VGF2 NULL  ;  H समर्थन समर्थन NP NN NP8 k2 VGF2 NULL  ;  U ;  NULL
H उनकी वह NP PRP NP6 r6 NP7 NULL  ;  H दे दे VGF VM VGF2 ccof CCP NULL  ;  U ;  NULL
H दे दे VGF VM VGF2 ccof CCP NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H समर्थन समर्थन NP NN NP8 k2 VGF2 NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H कांग्रेस कांग्रेस NP NNP NP ras-k1 VGF के  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
H अपने अपना NP PRP NP2 r6 NP3 NULL  ;  H । । BLK SYM BLK rsym VGF NULL  ;  U ;  NULL
ROOT  ;  H दे दे VGF VM VGF2 ccof CCP NULL  ;  U ;  NULL
ROOT  ;  H समर्थन समर्थन NP NN NP8 k2 VGF2 NULL  ;  U ;  NULL
ROOT  ;  H कांग्रेस कांग्रेस NP NNP NP ras-k1 VGF के  ;  U ;  NULL
ROOT  ;  H अपने अपना NP PRP NP2 r6 NP3 NULL  ;  U ;  NULL
H सिंह सिंह NP NNP NP r6 NP2 की ; H वाजपेयी वाजपेयी NP NNP NP2 ras-k1 VGF के ; R ; r6 
H वाजपेयी वाजपेयी NP NNP NP2 ras-k1 VGF के ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; ras-k1 
H हाल हाल NP NN NP3 r6 NP4 की ; H बैठक बैठक NP NN NP4 k7 VGF के ; R ; r6 
H बैठक बैठक NP NN NP4 k7 VGF के ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; k7 
H उन्होंने वह NP PRP NP5 k1 VGF NULL ; H कहा कह VGF VM VGF NULL ROOT NULL ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT NULL ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT NULL ; H कि कि CCP CC CCP k2 VGF NULL ; L ; k2 
H इसका यह NP PRP NP6 r6 NP7 NULL ; H अर्थ अर्थ NP NN NP7 k2 VGF2 NULL ; R ; r6 
H अर्थ अर्थ NP NN NP7 k2 VGF2 NULL ; H निकाला निकाल VGF VM VGF2 ccof CCP NULL ; R ; k2 
H कि कि CCP CC CCP k2 VGF NULL ; H निकाला निकाल VGF VM VGF2 ccof CCP NULL ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT NULL ; H । । BLK SYM BLK rsym VGF NULL ; L ; rsym 
